
Owner                Name                      Type                      Memory Used                                                                                                                    
                                                                                                                                                                                                        
UPDATE SM_TURNOVER SET                              36760             0          1       6534                                                                                                           
FCY_TURNOVER_CREDIT = NVL(:B10 ,0),                                                                                                                                                                     
FCY_TURNOVER_DEBIT =                                                                                                                                                                                    
                                                                                                                                                                                                        
UPDATE SM_TURNOVER SET                              36760             0          1       2781                                                                                                           
FCY_TURNOVER_CREDIT = NVL(:B10 ,0),                                                                                                                                                                     
FCY_TURNOVER_DEBIT =                                                                                                                                                                                    
                                                                                                                                                                                                        
UPDATE SM_AVERAGE SET                               36758             1          2       4666                                                                                                           
FCY_TURNOVER_CREDIT = NVL(:B10 ,0),                                                                                                                                                                     
FCY_TURNOVER_DEBIT = N                                                                                                                                                                                  
                                                                                                                                                                                                        
UPDATE SM_AVERAGE SET                               36758             1          2       7605                                                                                                           
FCY_TURNOVER_CREDIT = NVL(:B10 ,0),                                                                                                                                                                     
FCY_TURNOVER_DEBIT = N                                                                                                                                                                                  
                                                                                                                                                                                                        
UPDATE SM_AVERAGE SET                               36758             1          2       2950                                                                                                           
FCY_TURNOVER_CREDIT = NVL(:B10 ,0),                                                                                                                                                                     
FCY_TURNOVER_DEBIT = N                                                                                                                                                                                  
                                                                                                                                                                                                        
update obj$ set                                     36700             2          3      70110                                                                                                           
obj#=:6,type#=:7,ctime=:8,mtime=:9,stime                                                                                                                                                                
=:10,status=:11,dataobj#                                                                                                                                                                                
                                                                                                                                                                                                        
update seg$ set                                     36697             1          3       1986                                                                                                           
type#=:4,blocks=:5,extents=:6,minexts=:7                                                                                                                                                                
,maxexts=:8,extsize=:9,e                                                                                                                                                                                
                                                                                                                                                                                                        
update seg$ set                                     36689             0          3     152171                                                                                                           
type#=:4,blocks=:5,extents=:6,minexts=:7                                                                                                                                                                
,maxexts=:8,extsize=:9,e                                                                                                                                                                                
                                                                                                                                                                                                        
update seg$ set                                     36689             0          1     132884                                                                                                           
type#=:4,blocks=:5,extents=:6,minexts=:7                                                                                                                                                                
,maxexts=:8,extsize=:9,e                                                                                                                                                                                
                                                                                                                                                                                                        
update seg$ set                                     36689             0          1       1919                                                                                                           
type#=:4,blocks=:5,extents=:6,minexts=:7                                                                                                                                                                
,maxexts=:8,extsize=:9,e                                                                                                                                                                                
                                                                                                                                                                                                        
update indsubpart$ set dataobj# = :1,               36682             0          4       3117                                                                                                           
subpart# = :2, flags = :3, ts# = :4,                                                                                                                                                                    
file#                                                                                                                                                                                                   
                                                                                                                                                                                                        
update indpart$ set dataobj# = :1, part#            36679             0          1       6943                                                                                                           
= :2, flags = :3, ts# = :4, file# = :5,                                                                                                                                                                 
                                                                                                                                                                                                        
update tabpart$ set dataobj# = :1, part#            36668             0          1       6278                                                                                                           
= :2, ts# = :3, file# = :4, block# = :5                                                                                                                                                                 
                                                                                                                                                                                                        
INSERT INTO CDS_SWAPLEG_TMP_DATA                    36299             0          1       4925                                                                                                           
(OASYS_DEAL_ID,OASYS_TXN_NUMBER,CONTRACT                                                                                                                                                                
_NUMB                                                                                                                                                                                                   
                                                                                                                                                                                                        
select 'Y' from dual where exists                   36066             2          3       1661                                                                                                           
(select 'exists'       from                                                                                                                                                                             
general_appli                                                                                                                                                                                           
                                                                                                                                                                                                        
insert into                                         35745             0          4      46402                                                                                                           
cdef$(obj#,con#,type#,intcols,condlength                                                                                                                                                                
,condition,robj#,rcon#,match                                                                                                                                                                            
                                                                                                                                                                                                        
UPDATE "DBADMIN"."JOB.141690.CRCO_DW"               35736             0          1       1110                                                                                                           
SET work_item = :1, state = :2,                                                                                                                                                                         
metadata_i                                                                                                                                                                                              
                                                                                                                                                                                                        
select o.owner#, u.name,        o.name,             35599             4          5      31842                                                                                                           
o.namespace,    o.obj#,   d.d                                                                                                                                                                           
                                                                                                                                                                                                        
BEGIN sys.kupc$que_int.send(:1, :2, :3);            35598             0          1     137270                                                                                                           
END;                                                                                                                                                                                                    
                                                                                                                                                                                                        
SELECT C.NAME   FROM SYS.COL$ C,                    35565             4          6      37720                                                                                                           
SYS.OBJ$ O, SYS.USER$ U   WHERE C.OBJ# =                                                                                                                                                                
O.OBJ                                                                                                                                                                                                   
                                                                                                                                                                                                        
SELECT COUNT(*)   FROM SYS.COL$ C,                  35526             5          6      37720                                                                                                           
SYS.OBJ$ O, SYS.USER$ U   WHERE C.OBJ# =                                                                                                                                                                
O.O                                                                                                                                                                                                     
                                                                                                                                                                                                        
select u.name,o.name, t.update$,                    35524             7          8      26223                                                                                                           
t.insert$, t.delete$, t.enabled  from                                                                                                                                                                   
obj$ o,us                                                                                                                                                                                               
                                                                                                                                                                                                        
SELECT O.OBJ#, TP.PART#  FROM SYS.OBJ$              35506             7          8      30931                                                                                                           
O, SYS.USER$ U, SYS.TABPART$ TP  WHERE                                                                                                                                                                  
O.                                                                                                                                                                                                      
                                                                                                                                                                                                        
SELECT product,version,status   FROM                35363             0          1     444698                                                                                                           
sys.product_component_version                                                                                                                                                                           
                                                                                                                                                                                                        
SELECT unique ku$.seq# from                         34696             0          1       1233                                                                                                           
sys.metanametrans$ ku$ WHERE                                                                                                                                                                            
ku$.htype='SCHEMA_EXPOR                                                                                                                                                                                 
                                                                                                                                                                                                        
SELECT iot.msgid, qt.enq_time, qt.delay,            34420             0          1       1284                                                                                                           
qt.state  FROM "SYS"."AQ$_KUPC$DATAPUM                                                                                                                                                                  
                                                                                                                                                                                                        
SELECT DECODE (:B5 , 'GTM', :B1 ||:B2 ,             33411             0          1     184585                                                                                                           
'HND', :B1 ||:B2 , 'JAM', :B1 ||:B2 , 'C                                                                                                                                                                
                                                                                                                                                                                                        
SELECT DECODE (:B5 , 'GTM', :B1 ||:B2 ,             33411             0          2     100658                                                                                                           
'HND', :B1 ||:B2 , 'JAM', :B1 ||:B2 , 'C                                                                                                                                                                
                                                                                                                                                                                                        
INSERT INTO DW_GL_BALANCE_DAILY                     33142             0          1       1929                                                                                                           
(COUNTRY_CODE, BRANCH, LEGAL_VEHICLE,                                                                                                                                                                   
GL_CODE, C                                                                                                                                                                                              
                                                                                                                                                                                                        
INSERT INTO DW_GL_BALANCE_DAILY                     33086             2          3     250101                                                                                                           
(COUNTRY_CODE, BRANCH, LEGAL_VEHICLE,                                                                                                                                                                   
GL_CODE, C                                                                                                                                                                                              
                                                                                                                                                                                                        
INSERT INTO DW_GL_BALANCE_DAILY                     33086             6          9     208127                                                                                                           
(COUNTRY_CODE, BRANCH, LEGAL_VEHICLE,                                                                                                                                                                   
GL_CODE, C                                                                                                                                                                                              
                                                                                                                                                                                                        
INSERT INTO DW_GL_BALANCE_DAILY                     33086             8         11      85966                                                                                                           
(COUNTRY_CODE, BRANCH, LEGAL_VEHICLE,                                                                                                                                                                   
GL_CODE, C                                                                                                                                                                                              
                                                                                                                                                                                                        
INSERT INTO DW_GL_BALANCE_DAILY                     33086             7         11       2615                                                                                                           
(COUNTRY_CODE, BRANCH, LEGAL_VEHICLE,                                                                                                                                                                   
GL_CODE, C                                                                                                                                                                                              
                                                                                                                                                                                                        
INSERT INTO DW_GL_BALANCE_DAILY                     33086             2          3       6903                                                                                                           
(COUNTRY_CODE, BRANCH, LEGAL_VEHICLE,                                                                                                                                                                   
GL_CODE, C                                                                                                                                                                                              
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_GL DG WHERE                32983             0          1       3520                                                                                                           
DG.COUNTRY_CODE = :B11 AND                                                                                                                                                                              
DG.LEGAL_VEHICLE                                                                                                                                                                                        
                                                                                                                                                                                                        
INSERT INTO SMT_DBO_ACCOUNTS (country,              32981             0          1       1121                                                                                                           
branch, account, base, glsl, prod_cat, p                                                                                                                                                                
                                                                                                                                                                                                        
INSERT INTO FDIC_REP_BASE_H (                       32936             0          1      96755                                                                                                           
BOOK_YYYYMM, FDL_LINE, CONTRACT_NUMBER,                                                                                                                                                                 
BOOK_DATE,                                                                                                                                                                                              
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_GL DG WHERE                32891             0          1       9405                                                                                                           
DG.COUNTRY_CODE = :B10 AND                                                                                                                                                                              
DG.LEGAL_VEHICLE                                                                                                                                                                                        
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_GL DG WHERE                32891             0          1      22509                                                                                                           
DG.COUNTRY_CODE = :B10 AND                                                                                                                                                                              
DG.LEGAL_VEHICLE                                                                                                                                                                                        
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_ACCOUNTS DA                32869             0          1      24648                                                                                                           
WHERE DA.COUNTRY_CODE = :B10 AND                                                                                                                                                                        
DA.LEGAL_V                                                                                                                                                                                              
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_ACCOUNTS DA                32869             0          1      11094                                                                                                           
WHERE DA.COUNTRY_CODE = :B10 AND                                                                                                                                                                        
DA.LEGAL_V                                                                                                                                                                                              
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_ACCOUNTS DA                32869             0          1      17077                                                                                                           
WHERE DA.COUNTRY_CODE = :B10 AND                                                                                                                                                                        
DA.LEGAL_V                                                                                                                                                                                              
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_ACCOUNTS DA                32869             0          1      10258                                                                                                           
WHERE DA.COUNTRY_CODE = :B10 AND                                                                                                                                                                        
DA.LEGAL_V                                                                                                                                                                                              
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_ACCOUNTS DA                32869             0          1      20257                                                                                                           
WHERE DA.COUNTRY_CODE = :B10 AND                                                                                                                                                                        
DA.LEGAL_V                                                                                                                                                                                              
                                                                                                                                                                                                        
INSERT INTO DW_CONTRACT_LEG_BALANCES (              32806             0          2     250689                                                                                                           
CONTRACT_NUMBER, CONTRACT_LEG_NUMBER,                                                                                                                                                                   
BOO                                                                                                                                                                                                     
                                                                                                                                                                                                        
update WRI$_ALERT_THRESHOLD set                     32802             0          1       2255                                                                                                           
t_warning_operator = :6, t_warning_value                                                                                                                                                                
= :7, t                                                                                                                                                                                                 
                                                                                                                                                                                                        
UPDATE DW_CONTRACT_LEG_CASHFLOWS SET                32769             0          1     690487                                                                                                           
CASHFLOW_AMOUNT_DUE = :B15 ,                                                                                                                                                                            
COMPONENT_TYPE                                                                                                                                                                                          
                                                                                                                                                                                                        
INSERT INTO RD_REVALUATED_CONTRACTS (               32756             0          4      35303                                                                                                           
COUNTRY_CODE, BOOK_DATE, LEGAL_VEHICLE,                                                                                                                                                                 
BR                                                                                                                                                                                                      
                                                                                                                                                                                                        
INSERT INTO RD_REVALUATED_CONTRACTS (               32756             0          2     338714                                                                                                           
COUNTRY_CODE, BOOK_DATE, LEGAL_VEHICLE,                                                                                                                                                                 
BR                                                                                                                                                                                                      
                                                                                                                                                                                                        
UPDATE TMP_DW_ACCOUNT_BALANCES SET                  32717             0          1       6432                                                                                                           
PROCESSING_DATE = SYSDATE,                                                                                                                                                                              
SOURCE_IDENTIFIER                                                                                                                                                                                       
                                                                                                                                                                                                        
SELECT DECODE(B.CONVERSION_METHOD, 0,               32705             1          3       1276                                                                                                           
A.EXCHANGE_RATE, 1/A.EXCHANGE_RATE) *                                                                                                                                                                   
:B6                                                                                                                                                                                                     
                                                                                                                                                                                                        
UPDATE TMP_DW_ACCOUNT_BALANCES SET                  32701             0          2     822923                                                                                                           
PROCESSING_DATE = SYSDATE,                                                                                                                                                                              
SOURCE_IDENTIFIER                                                                                                                                                                                       
                                                                                                                                                                                                        
UPDATE RD_ACCOUNT_BALANCES SET                      32697             0          1      60518                                                                                                           
PROCESSING_DATE = SYSDATE,                                                                                                                                                                              
SOURCE_IDENTIFIER = :B                                                                                                                                                                                  
                                                                                                                                                                                                        
UPDATE SM_TURNOVER SET                              32665             4          9       6412                                                                                                           
FCY_TURNOVER_CREDIT = NVL(:B12 ,0),                                                                                                                                                                     
FCY_TURNOVER_DEBIT =                                                                                                                                                                                    
                                                                                                                                                                                                        
UPDATE SM_TURNOVER SET                              32665             5          7      11833                                                                                                           
FCY_TURNOVER_CREDIT = NVL(:B12 ,0),                                                                                                                                                                     
FCY_TURNOVER_DEBIT =                                                                                                                                                                                    
                                                                                                                                                                                                        
UPDATE SM_TURNOVER SET                              32665             5          9      11136                                                                                                           
FCY_TURNOVER_CREDIT = NVL(:B12 ,0),                                                                                                                                                                     
FCY_TURNOVER_DEBIT =                                                                                                                                                                                    
                                                                                                                                                                                                        
UPDATE SM_AVERAGE SET                               32664             1          2      11586                                                                                                           
FCY_TURNOVER_CREDIT = NVL(:B12 ,0),                                                                                                                                                                     
FCY_TURNOVER_DEBIT = N                                                                                                                                                                                  
                                                                                                                                                                                                        
UPDATE SM_ACCOUNT_MOVEMENTS SET                     32592             1          2       3665                                                                                                           
BASE_NUMBER = :B1 WHERE                                                                                                                                                                                 
RELATED_REFERENCE = :B10                                                                                                                                                                                
